Address,Bed/Bath,City,County,Link,Price,Zip Code
"580  Bloomfield Avenue, Unit 8B, West Caldwell","2 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1943983&dayssince=15,"   $324,900",07006
"17  Gray Street, West Caldwell","3 Bedroom, 1 full bath(s), 1 half bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008677&dayssince=15,"   $349,999",07006
"39  Prospect Street, Caldwell","4 Bedroom, 4 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1951441&dayssince=15,"   $357,000",07006
"93  Ravine Avenue, West Caldwell","3 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1952038&dayssince=15,"   $365,000",07006
"79  Roseland Avenue, Caldwell","1 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1955055&dayssince=15,"   $189,900",07006
"71  Roseland Avenue, Unit 60, Caldwell","1 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20000799&dayssince=15,"   $189,900",07006
"40  Elm Road, Caldwell","4 Bedroom, 1 full bath(s), 1 half bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1916104&dayssince=15,"   $299,000",07006
"580  Bloomfield Avenue, Unit 21A, West Caldwell","2 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20004937&dayssince=15,"   $299,000",07006
"45  Johnson Avenue, West Caldwell","4 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008679&dayssince=15,"   $310,000",07006
"25  Espy Road, Caldwell","2 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1953581&dayssince=15,"   $314,888",07006
"580  Bloomfield Avenue, Unit 8B, West Caldwell","2 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1943983&dayssince=15,"   $324,900",07006
"17  Gray Street, West Caldwell","3 Bedroom, 1 full bath(s), 1 half bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008677&dayssince=15,"   $349,999",07006
"39  Prospect Street, Caldwell","4 Bedroom, 4 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1951441&dayssince=15,"   $357,000",07006
"93  Ravine Avenue, West Caldwell","3 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1952038&dayssince=15,"   $365,000",07006
"79  Roseland Avenue, Caldwell","1 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1955055&dayssince=15,"   $189,900",07006
"71  Roseland Avenue, Unit 60, Caldwell","1 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20000799&dayssince=15,"   $189,900",07006
"40  Elm Road, Caldwell","4 Bedroom, 1 full bath(s), 1 half bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1916104&dayssince=15,"   $299,000",07006
"580  Bloomfield Avenue, Unit 21A, West Caldwell","2 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20004937&dayssince=15,"   $299,000",07006
"45  Johnson Avenue, West Caldwell","4 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008679&dayssince=15,"   $310,000",07006
"25  Espy Road, Caldwell","2 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1953581&dayssince=15,"   $314,888",07006
"580  Bloomfield Avenue, Unit 8B, West Caldwell","2 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1943983&dayssince=15,"   $324,900",07006
"17  Gray Street, West Caldwell","3 Bedroom, 1 full bath(s), 1 half bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008677&dayssince=15,"   $349,999",07006
"39  Prospect Street, Caldwell","4 Bedroom, 4 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1951441&dayssince=15,"   $357,000",07006
"93  Ravine Avenue, West Caldwell","3 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1952038&dayssince=15,"   $365,000",07006
"79  Roseland Avenue, Caldwell","1 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1955055&dayssince=15,"   $189,900",07006
"71  Roseland Avenue, Unit 60, Caldwell","1 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20000799&dayssince=15,"   $189,900",07006
"40  Elm Road, Caldwell","4 Bedroom, 1 full bath(s), 1 half bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1916104&dayssince=15,"   $299,000",07006
"580  Bloomfield Avenue, Unit 21A, West Caldwell","2 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20004937&dayssince=15,"   $299,000",07006
"45  Johnson Avenue, West Caldwell","4 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008679&dayssince=15,"   $310,000",07006
"25  Espy Road, Caldwell","2 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1953581&dayssince=15,"   $314,888",07006
"580  Bloomfield Avenue, Unit 8B, West Caldwell","2 Bedroom, 1 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1943983&dayssince=15,"   $324,900",07006
"17  Gray Street, West Caldwell","3 Bedroom, 1 full bath(s), 1 half bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20008677&dayssince=15,"   $349,999",07006
"39  Prospect Street, Caldwell","4 Bedroom, 4 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1951441&dayssince=15,"   $357,000",07006
"93  Ravine Avenue, West Caldwell","3 Bedroom, 2 full bath(s)",Caldwell,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=1952038&dayssince=15,"   $365,000",07006
"165  Ridge Road, Cedar Grove","1 Bedroom, 1 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003533&dayssince=15,"   $217,900",07009
"466  Pompton Avenue, Unit G, Cedar Grove","2 Bedroom, 1 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010127&dayssince=15,"   $265,000",07009
"50 West Lindsley Road, Unit 06, Cedar Grove","2 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003806&dayssince=15,"   $320,000",07009
"26  David Road, Cedar Grove","4 Bedroom, 1 full bath(s), 1 half bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20001153&dayssince=15,"   $329,900",07009
"6  Robin Lane, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009615&dayssince=15,"   $455,000",07009
"124  Sequoia Drive, Unit 1812, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20004420&dayssince=15,"   $479,990",07009
"120  Sequoia Drive, Unit 1813, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006591&dayssince=15,"   $485,910",07009
"464  Ridge Road, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003086&dayssince=15,"   $489,900",07009
"143  Harper Terrace, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009258&dayssince=15,"   $529,900",07009
"116  Sequoia Drive, Unit 1814, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006592&dayssince=15,"   $539,990",07009
"165  Ridge Road, Cedar Grove","1 Bedroom, 1 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003533&dayssince=15,"   $217,900",07009
"466  Pompton Avenue, Unit G, Cedar Grove","2 Bedroom, 1 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010127&dayssince=15,"   $265,000",07009
"50 West Lindsley Road, Unit 06, Cedar Grove","2 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003806&dayssince=15,"   $320,000",07009
"26  David Road, Cedar Grove","4 Bedroom, 1 full bath(s), 1 half bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20001153&dayssince=15,"   $329,900",07009
"6  Robin Lane, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009615&dayssince=15,"   $455,000",07009
"124  Sequoia Drive, Unit 1812, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20004420&dayssince=15,"   $479,990",07009
"120  Sequoia Drive, Unit 1813, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006591&dayssince=15,"   $485,910",07009
"464  Ridge Road, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003086&dayssince=15,"   $489,900",07009
"143  Harper Terrace, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009258&dayssince=15,"   $529,900",07009
"116  Sequoia Drive, Unit 1814, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006592&dayssince=15,"   $539,990",07009
"165  Ridge Road, Cedar Grove","1 Bedroom, 1 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003533&dayssince=15,"   $217,900",07009
"466  Pompton Avenue, Unit G, Cedar Grove","2 Bedroom, 1 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010127&dayssince=15,"   $265,000",07009
"50 West Lindsley Road, Unit 06, Cedar Grove","2 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003806&dayssince=15,"   $320,000",07009
"26  David Road, Cedar Grove","4 Bedroom, 1 full bath(s), 1 half bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20001153&dayssince=15,"   $329,900",07009
"6  Robin Lane, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009615&dayssince=15,"   $455,000",07009
"124  Sequoia Drive, Unit 1812, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20004420&dayssince=15,"   $479,990",07009
"120  Sequoia Drive, Unit 1813, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006591&dayssince=15,"   $485,910",07009
"464  Ridge Road, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003086&dayssince=15,"   $489,900",07009
"143  Harper Terrace, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009258&dayssince=15,"   $529,900",07009
"116  Sequoia Drive, Unit 1814, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006592&dayssince=15,"   $539,990",07009
"165  Ridge Road, Cedar Grove","1 Bedroom, 1 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003533&dayssince=15,"   $217,900",07009
"466  Pompton Avenue, Unit G, Cedar Grove","2 Bedroom, 1 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20010127&dayssince=15,"   $265,000",07009
"50 West Lindsley Road, Unit 06, Cedar Grove","2 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003806&dayssince=15,"   $320,000",07009
"26  David Road, Cedar Grove","4 Bedroom, 1 full bath(s), 1 half bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20001153&dayssince=15,"   $329,900",07009
"6  Robin Lane, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009615&dayssince=15,"   $455,000",07009
"124  Sequoia Drive, Unit 1812, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20004420&dayssince=15,"   $479,990",07009
"120  Sequoia Drive, Unit 1813, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006591&dayssince=15,"   $485,910",07009
"464  Ridge Road, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20003086&dayssince=15,"   $489,900",07009
"143  Harper Terrace, Cedar Grove","3 Bedroom, 2 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20009258&dayssince=15,"   $529,900",07009
"116  Sequoia Drive, Unit 1814, Cedar Grove","2 Bedroom, 3 full bath(s)",Cedar Grove,Essex,http://www.njmls.com/m/detail.cfm?mlsnum=20006592&dayssince=15,"   $539,990",07009
"555  Gorge Road, Unit 3F, Cliffside Park", 1 full bath(s),Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1920007&dayssince=15,"   $199,000",07010
"250  Gorge Road, Unit 27 A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20004184&dayssince=15,"   $200,000",07010
"755  Anderson Avenue, Unit 3J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954519&dayssince=15,"   $209,900",07010
"755  Anderson Avenue, Unit 4J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20007253&dayssince=15,"   $234,900",07010
"555  Gorge Road, Unit 2E, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954518&dayssince=15,"   $249,000",07010
"250  Gorge Road, Unit 7A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20001240&dayssince=15,"   $258,000",07010
"250  Gorge Road, Unit 15F, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1949179&dayssince=15,"   $265,000",07010
"250  Gorge Road, Unit 17B, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1946433&dayssince=15,"   $280,000",07010
"555  Gorge Road, Unit C002D, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1952490&dayssince=15,"   $289,000",07010
"250  Gorge Road, Unit 23B, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1912835&dayssince=15,"   $294,800",07010
"555  Gorge Road, Unit 3F, Cliffside Park", 1 full bath(s),Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1920007&dayssince=15,"   $199,000",07010
"250  Gorge Road, Unit 27 A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20004184&dayssince=15,"   $200,000",07010
"755  Anderson Avenue, Unit 3J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954519&dayssince=15,"   $209,900",07010
"755  Anderson Avenue, Unit 4J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20007253&dayssince=15,"   $234,900",07010
"555  Gorge Road, Unit 2E, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954518&dayssince=15,"   $249,000",07010
"250  Gorge Road, Unit 7A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20001240&dayssince=15,"   $258,000",07010
"250  Gorge Road, Unit 15F, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1949179&dayssince=15,"   $265,000",07010
"250  Gorge Road, Unit 17B, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1946433&dayssince=15,"   $280,000",07010
"555  Gorge Road, Unit C002D, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1952490&dayssince=15,"   $289,000",07010
"250  Gorge Road, Unit 23B, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1912835&dayssince=15,"   $294,800",07010
"555  Gorge Road, Unit 3F, Cliffside Park", 1 full bath(s),Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1920007&dayssince=15,"   $199,000",07010
"250  Gorge Road, Unit 27 A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20004184&dayssince=15,"   $200,000",07010
"755  Anderson Avenue, Unit 3J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954519&dayssince=15,"   $209,900",07010
"755  Anderson Avenue, Unit 4J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20007253&dayssince=15,"   $234,900",07010
"555  Gorge Road, Unit 2E, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954518&dayssince=15,"   $249,000",07010
"250  Gorge Road, Unit 7A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20001240&dayssince=15,"   $258,000",07010
"250  Gorge Road, Unit 15F, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1949179&dayssince=15,"   $265,000",07010
"250  Gorge Road, Unit 17B, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1946433&dayssince=15,"   $280,000",07010
"555  Gorge Road, Unit C002D, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1952490&dayssince=15,"   $289,000",07010
"250  Gorge Road, Unit 23B, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1912835&dayssince=15,"   $294,800",07010
"555  Gorge Road, Unit 3F, Cliffside Park", 1 full bath(s),Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1920007&dayssince=15,"   $199,000",07010
"250  Gorge Road, Unit 27 A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20004184&dayssince=15,"   $200,000",07010
"755  Anderson Avenue, Unit 3J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954519&dayssince=15,"   $209,900",07010
"755  Anderson Avenue, Unit 4J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20007253&dayssince=15,"   $234,900",07010
"555  Gorge Road, Unit 2E, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954518&dayssince=15,"   $249,000",07010
"250  Gorge Road, Unit 7A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20001240&dayssince=15,"   $258,000",07010
"250  Gorge Road, Unit 15F, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1949179&dayssince=15,"   $265,000",07010
"250  Gorge Road, Unit 17B, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1946433&dayssince=15,"   $280,000",07010
"555  Gorge Road, Unit C002D, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1952490&dayssince=15,"   $289,000",07010
"250  Gorge Road, Unit 23B, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1912835&dayssince=15,"   $294,800",07010
"555  Gorge Road, Unit 3F, Cliffside Park", 1 full bath(s),Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1920007&dayssince=15,"   $199,000",07010
"250  Gorge Road, Unit 27 A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20004184&dayssince=15,"   $200,000",07010
"755  Anderson Avenue, Unit 3J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954519&dayssince=15,"   $209,900",07010
"755  Anderson Avenue, Unit 4J, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20007253&dayssince=15,"   $234,900",07010
"555  Gorge Road, Unit 2E, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1954518&dayssince=15,"   $249,000",07010
"250  Gorge Road, Unit 7A, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=20001240&dayssince=15,"   $258,000",07010
"250  Gorge Road, Unit 15F, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1949179&dayssince=15,"   $265,000",07010
"250  Gorge Road, Unit 17B, Cliffside Park","2 Bedroom, 2 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1946433&dayssince=15,"   $280,000",07010
"555  Gorge Road, Unit C002D, Cliffside Park","1 Bedroom, 1 full bath(s)",Cliffside Park,Bergen,http://www.njmls.com/m/detail.cfm?mlsnum=1952490&dayssince=15,"   $289,000",07010
